function_call,dictionary
find_nearby_parking,"{'name': 'find_nearby_parking', 'description': 'Find nearby parking options', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}}, 'required': ['location']}}"
search_flights,"{'name': 'search_flights', 'description': 'Search for available flights based on origin, destination, and date', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The origin airport or city'}, 'destination': {'type': 'string', 'description': 'The destination airport or city'}, 'date': {'type': 'string', 'description': 'The date of the flight in YYYY-MM-DD format'}}, 'required': ['origin', 'destination', 'date']}}"
calculate_speed,"{'name': 'calculate_speed', 'description': 'Calculate the speed based on distance and time', 'parameters': {'type': 'object', 'properties': {'distance': {'type': 'number', 'description': 'The distance traveled'}, 'time': {'type': 'number', 'description': 'The time taken in seconds'}}, 'required': ['distance', 'time']}}"
get_movie_reviews,"{'name': 'get_movie_reviews', 'description': 'Get reviews of a movie', 'parameters': {'type': 'object', 'properties': {'movie_title': {'type': 'string', 'description': 'The title of the movie'}}}}"
verify_email_address,"{'name': 'verify_email_address', 'description': 'Verify if an email address is valid', 'parameters': {'type': 'object', 'properties': {'email': {'type': 'string', 'description': 'The email address to be verified'}}, 'required': ['email']}}"
find_lyrics,"{'name': 'find_lyrics', 'description': 'Find the lyrics of a song', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The artist of the song'}, 'title': {'type': 'string', 'description': 'The title of the song'}}, 'required': ['artist', 'title']}}"
search_museums,"{'name': 'search_museums', 'description': ""Search for museums based on user's location"", 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for museums'}, 'category': {'type': 'string', 'description': 'The category of museums to search'}}, 'required': ['location']}}"
check_stock_price,"{'name': 'check_stock_price', 'description': 'Check the current price of a stock', 'parameters': {'type': 'object', 'properties': {'stock_symbol': {'type': 'string', 'description': 'The symbol of the stock'}}, 'required': ['stock_symbol']}}"
book_appointment,"{'name': 'book_appointment', 'description': 'Book an appointment for a service', 'parameters': {'type': 'object', 'properties': {'service': {'type': 'string', 'description': 'Type of service'}, 'date': {'type': 'string', 'description': 'Date of the appointment'}, 'time': {'type': 'string', 'description': 'Time of the appointment'}, 'location': {'type': 'string', 'description': 'Location for the appointment'}}, 'required': ['service', 'date', 'time', 'location']}}"
get_dictionary_definition,"{'name': 'get_dictionary_definition', 'description': 'Get the definition of a word from a dictionary', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to get the definition for'}}, 'required': ['word']}}"
check_file_existence,"{'name': 'check_file_existence', 'description': 'Check if a file exists in a specified directory', 'parameters': {'type': 'object', 'properties': {'directory': {'type': 'string', 'description': 'The directory to search for the file'}, 'filename': {'type': 'string', 'description': 'The filename to check'}}, 'required': ['directory', 'filename']}}"
fetch_news_articles,"{'name': 'fetch_news_articles', 'description': 'Fetch news articles based on a given topic', 'parameters': {'type': 'object', 'properties': {'topic': {'type': 'string', 'description': 'The topic of the news articles'}, 'language': {'type': 'string', 'description': 'The language of the news articles'}}, 'required': ['topic']}}"
search_venues,"{'name': 'search_venues', 'description': 'Search for venues near a location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search near, e.g. New York, NY'}, 'category': {'type': 'string', 'description': 'The category of venues to search for'}}, 'required': ['location', 'category']}}"
calculate_circle_area,"{'name': 'calculate_circle_area', 'description': 'Calculate the area of a circle', 'parameters': {'type': 'object', 'properties': {'radius': {'type': 'number', 'description': 'The radius of the circle'}}, 'required': ['radius']}}"
find_nearby_hotels,"{'name': 'find_nearby_hotels', 'description': 'Find nearby hotels', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for hotels'}, 'check_in_date': {'type': 'string', 'description': 'The check-in date'}, 'check_out_date': {'type': 'string', 'description': 'The check-out date'}}, 'required': ['location', 'check_in_date', 'check_out_date']}}"
get_sunrise_sunset_time,"{'name': 'get_sunrise_sunset_time', 'description': 'Get the sunrise and sunset times for a specific location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The city and state, e.g. San Francisco, CA'}, 'date': {'type': 'string', 'description': ""The desired date in format 'YYYY-MM-DD'""}}, 'required': ['location', 'date']}}"
check_stock,"{'name': 'check_stock', 'description': 'Check the stock availability', 'parameters': {'type': 'object', 'properties': {'product_code': {'type': 'string', 'description': 'The product code'}}, 'required': ['product_code']}}"
check_email_validity,"{'name': 'check_email_validity', 'description': 'Check the validity of an email address', 'parameters': {'type': 'object', 'properties': {'email': {'type': 'string', 'description': 'The email address to check'}}, 'required': ['email']}}"
get_latest_news,"{'name': 'get_latest_news', 'description': 'Get the latest news headlines', 'parameters': {}}"
generate_random_date,"{'name': 'generate_random_date', 'description': 'Generate a random date within a specified range', 'parameters': {'type': 'object', 'properties': {'start_date': {'type': 'string', 'description': ""The start date in the format 'YYYY-MM-DD'""}, 'end_date': {'type': 'string', 'description': ""The end date in the format 'YYYY-MM-DD'""}}, 'required': ['start_date', 'end_date']}}"
generate_calendar_event,"{'name': 'generate_calendar_event', 'description': 'Generate a calendar event with specified details', 'parameters': {'type': 'object', 'properties': {'event_title': {'type': 'string', 'description': 'The title of the event'}, 'event_date': {'type': 'string', 'format': 'date', 'description': 'The date of the event'}, 'event_time': {'type': 'string', 'format': 'time', 'description': 'The time of the event'}, 'event_location': {'type': 'string', 'description': 'The location of the event'}}, 'required': ['event_title', 'event_date', 'event_time', 'event_location']}}"
get_recipe_details,"{'name': 'get_recipe_details', 'description': 'Get the details of a recipe', 'parameters': {'type': 'object', 'properties': {'recipe_name': {'type': 'string', 'description': 'The name of the recipe'}}, 'required': ['recipe_name']}}"
decode_base64,"{'name': 'decode_base64', 'description': 'Decode a Base64 string to text format', 'parameters': {'type': 'object', 'properties': {'base64_string': {'type': 'string', 'description': 'The Base64 string to decode'}}, 'required': ['base64_string']}}"
generate_password_hash,"{'name': 'generate_password_hash', 'description': 'Generate a hash of a given password', 'parameters': {'type': 'object', 'properties': {'password': {'type': 'string', 'description': 'The password to be hashed'}}, 'required': ['password']}}"
get_hot_deals,"{'name': 'get_hot_deals', 'description': 'Get a list of hot deals from various online stores', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of deals to retrieve'}, 'max_results': {'type': 'integer', 'description': 'The maximum number of results to return'}}, 'required': ['category']}}"
send_push_notification,"{'name': 'send_push_notification', 'description': 'Send a push notification to a mobile device', 'parameters': {'type': 'object', 'properties': {'device_token': {'type': 'string', 'description': 'The token of the mobile device'}, 'message': {'type': 'string', 'description': 'The content of the notification'}}, 'required': ['device_token', 'message']}}"
analyze_text_sentiment,"{'name': 'analyze_text_sentiment', 'description': 'Analyze the sentiment of a piece of text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to analyze'}}, 'required': ['text']}}"
search_artist,"{'name': 'search_artist', 'description': 'Search for an artist and get their discography', 'parameters': {'type': 'object', 'properties': {'artist_name': {'type': 'string', 'description': 'The name of the artist'}}, 'required': ['artist_name']}}"
get_daily_news,"{'name': 'get_daily_news', 'description': 'Get the daily news updates', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of news, e.g. sports, politics'}}, 'required': ['category']}}"
find_highest_number,"{'name': 'find_highest_number', 'description': 'Find the highest number in an array', 'parameters': {'type': 'object', 'properties': {'numbers': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The array of numbers'}}, 'required': ['numbers']}}"
find_median,"{'name': 'find_median', 'description': 'Find the median value in a list', 'parameters': {'type': 'object', 'properties': {'numbers': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The list of numbers'}}, 'required': ['numbers']}}"
search_restaurants_by_cuisine,"{'name': 'search_restaurants_by_cuisine', 'description': 'Search for restaurants based on cuisine type', 'parameters': {'type': 'object', 'properties': {'cuisine': {'type': 'string', 'description': 'The cuisine type to search for'}}, 'required': ['cuisine']}}"
